scientific_name,vernacular_name,genus,subgenus,taxon_rank,family_name,exotic,threatened_species_status
Lotus australis,Austral Trefoil,Lotus,,species,Fabaceae,f,
Lotus spp.,Trefoil,Lotus,,genus,Fabaceae,f,
Lupinus sp.,Lupin,Lupinus,,genus,Fabaceae,f,
Lycopodium cernuum,,,,,,f,
Lythrum hyssopiphyllum,Small Loosestrife,Lythrum,,species,Lythraceae,f,
Macadamia spp.,Macadamia,Macadamia,,genus,Proteaceae,f,
Macrozamia sp.,Burrawang,Macrozamia,,genus,Zamiaceae,f,
Malus sp.,,,,,,f,
Medicago ericifolia,,Medicago,,species,Fabaceae,f,
Medicago sp.,,,,,,f,
Microlaena sp.,Weeping Grass,Microlaena,,genus,Poaceae,f,
Microlaena stipoides var. stipoides,Weeping Grass,Microlaena,,variety,Poaceae,f,
Microtis sp.,Onion Orchid,Microtis,,genus,Orchidaceae,f,
Mimulus moschatus,Musk Monkey-flower,Mimulus,,species,Phrymaceae,f,
Mimulus repens,Creeping Monkey-flower,Mimulus,,species,Phrymaceae,f,
Musa sp.,Banana,Musa,,genus,Musaceae,f,
Myriophyllum asparagoides,,Myriophyllum,,species,Haloragaceae,f,
Notelaea sp.,Native Olive,Notelaea,,genus,Oleaceae,f,
Notelaea spp.,Native Olive,Notelaea,,genus,Oleaceae,f,
Nymphoides spp.,,,,,,f,
Olea africana ssp. africana,African Olive,Olea,,subspecies,Oleaceae,f,
Omalanthus nutans,Bleeding Heart,Omalanthus,,species,Euphorbiaceae,f,
Onopordum sp.,,,,,,f,
Opercularia pandorana,Stinkweed,Opercularia,,species,Rubiaceae,f,
Opercularia sp.,Stinkweed,Opercularia,,genus,Rubiaceae,f,
Ophioglossum lusitanicum ssp. coriaceum,Small Adder's-tongue,Ophioglossum,,subspecies,Ophioglossaceae,f,
Oplismenus imbecilis,Creeping Beard Grass,Oplismenus,,species,Poaceae,f,
Opuntia sp.,Prickly Pear,Opuntia,,genus,Cactaceae,f,
Opuntia ssp.,Prickly Pear,Opuntia,,genus,Cactaceae,f,
Ottelia ovalifolia,Swamp Lily,Ottelia,,species,Hydrocharitaceae,f,
Oxalis incarnata,Pink Sorrel,Oxalis,,species,Oxalidaceae,f,
Palmeria spp.,Palmeria,Palmeria,,genus,Monimiaceae,f,
Pandorea pandorana spp. pandorana,Wonga Vine,Pandorea,,subspecies,Bignoniaceae,f,
Panicum gilvum,Pigeon Grass,Panicum,,species,Poaceae,f,
Panicum sp.,Panic Grass,Panicum,,genus,Poaceae,f,
Pararchidendron pruinosum,Snow Wood,Pararchidendron,,species,Fabaceae,f,
Parentucellia latifolia,Common Bartsia,Parentucellia,,species,Orobanchaceae,f,
Parrentucellia plebeia,Common Bartsia,Parentucellia,,species,Orobanchaceae,f,
Paspalidium sp.,Native Millet,Paspalidium,,genus,Poaceae,f,
Paspalum paspalodes,,,,,,f,
Passiflora mollissima,Banana Passionfruit,Passiflora,,species,Passifloraceae,f,
Persicaria spp.,,,,,,f,
Persoonia laurina,Laurel-leaved Geebung,Persoonia,,species,Proteaceae,f,
Petrorhagia sp.,Tunicflower,Petrorhagia,,genus,Caryophyllaceae,f,
Phormium tena,New Zealand Flax,Phormium,,species,Asphodelaceae,f,
Phragmites spp.,Common Reed,Phragmites,,genus,Poaceae,f,
Phyllanthus pimelioides,,Phyllanthus,,species,Phyllanthaceae,f,
Robinia pseudoacacia,,Robinia,,,Fabaceae,t,
Pittosporum labillardieri,Sweet Pittosporum,Pittosporum,,species,Pittosporaceae,f,
Platysace sp.,Platysace,Platysace,,genus,Apiaceae,f,
Plectranthus sp.,Plectranthus,Plectranthus,,genus,Lamiaceae,f,
Plumbago spp.,,,,,,f,
Poa spp.,"Poa, Meadow-grass",Poa,,genus,Poaceae,f,
Pollia crispata,Pollia,Pollia,,species,Commelinaceae,f,
Pollia japonica,Pollia,Pollia,,species,Commelinaceae,f,
Cyperus reflexus,,Cyperus,,,Cyperaceae,t,
Polycarpon sambucifolia,Four-leaf Allseed,Polycarpon,,species,Caryophyllaceae,f,
Polygonum spp.,,,,,,f,
Polypogon sp.,Beard Grass,Polypogon,,genus,Poaceae,f,
Pomaderris sp.,Pomaderris,Pomaderris,,genus,Rhamnaceae,f,
Populus sp.,,,,,,f,
Poranthera spp.,Poranthera,Poranthera,,genus,Phyllanthaceae,f,
Potamogeton pectinatus,Sago Pondweed,Potamogeton,,species,Potamogetonaceae,f,
Potamogeton tricarinatus,Floating Pondweed,Potamogeton,,species,Potamogetonaceae,f,
Protasparagus plumoides,Asparagus Fern,Protasparagus,,species,Asparagaceae,f,
Pseuderanthemum luteoalbum,,Pseuderanthemum,,species,Acanthaceae,f,
Pterostylis spp.,Greenhood Orchid,Pterostylis,,genus,Orchidaceae,f,
Ptilanthelium deustum,,Ptilanthelium,,species,Restionaceae,f,
Pultenaea sp.,Bush-pea,Pultenaea,,genus,Fabaceae,f,
Pyracantha fortuneana,Chinese Firethorn,Pyracantha,,species,Rosaceae,f,
Pyrrosia spp.,Felt Fern,Pyrrosia,,genus,Polypodiaceae,f,
Quercus palustris,Pin Oak,Quercus,,species,Fagaceae,f,
Quercus sp.,Oak,Quercus,,genus,Fagaceae,f,
Ranunculus sp.,,,,,,f,
Rubus fructicosis,Blackberry,Rubus,,species,Rosaceae,f,
Rubus fructicosus,Blackberry,Rubus,,species,Rosaceae,f,
Rubus rosifolius,Rose-leaf Bramble,Rubus,,species,Rosaceae,f,
Rubus sp.,,,,,,f,
Rubus vulgaris,Common Blackberry,Rubus,,species,Rosaceae,f,
Rumex spp.,"Dock, Sorrel",Rumex,,genus,Polygonaceae,f,
Sansevieria trifasciata,,,,,,f,
Scefflera actinophylla,Umbrella Tree,Schefflera,,species,Araliaceae,f,
Schinus acreira,Brazilian Peppertree,Schinus,,species,Anacardiaceae,f,
Schoenoplectus litoralis,Club-rush,Schoenoplectus,,species,Cyperaceae,f,
Schoenoplectus mucronatus,Bog Bulrush,Schoenoplectus,,species,Cyperaceae,f,
Schoenoplectus spp.,,,,,,f,
Schoenus validus,Club-rush,Schoenus,,species,Cyperaceae,f,
Scirpus spp.,,,,,,f,
Sedum acre,Biting Stonecrop,Sedum,,species,Crassulaceae,f,
Senecio sp.,,,,,,f,
Senna cotuloides,,Senna,,species,Fabaceae,f,
Senna spp.,,,,,,f,
Sertaria geniculata,Knotroot Foxtail,Setaria,,species,Poaceae,f,
Setaria spp.,Foxtail,Setaria,,genus,Poaceae,f,
Solanum brownii,Giant Devil's Fig,Solanum,,species,Solanaceae,f,
Solanum campanulatum,,Solanum,,species,Solanaceae,f,
Solanum sp.,,,,,,f,
Solanum vescum,Kangaroo Apple,Solanum,,species,Solanaceae,f,
Solidago canadensis,Canadian Goldenrod,Solidago,,species,Asteraceae,f,
Soliva anthemifolia,Creeping Soliva,Soliva,,species,Asteraceae,f,
Sporobolus pyramidalis,Giant Parramatta Grass,Sporobolus,,species,Poaceae,f,
Stephania spp.,Snake Vine,Stephania,,genus,Menispermaceae,f,
Syzygium luehmannii,,,,,,f,
Taraxum officinale,Dandelion,Taraxacum,,species,Asteraceae,f,
Teline monospessulana,Montpellier Broom,Teline,,species,Fabaceae,f,
Thelymitra sp.,Sun Orchid,Thelymitra,,genus,Orchidaceae,f,
Thysanotus spp.,Fringe Lily,Thysanotus,,genus,Asparagaceae,f,
Tradescantia majus,Wandering Jew,Tradescantia,,species,Commelinaceae,f,
Tradescantia sp.,Wandering Jew,Tradescantia,,genus,Commelinaceae,f,
Trema tomentosa var. aspera,,,,,,f,
Trifolium sp.,Clover,Trifolium,,genus,Fabaceae,f,
Triglochin microtuberosa,,Triglochin,,species,Juncaginaceae,f,
Typha spp.,,,,,,f,
Typhonium sp.,Typhonium,Typhonium,,genus,Araceae,f,
Verbena spp.,,,,,,f,
Vernonia sp.,Ironweed,Vernonia,,genus,Asteraceae,f,
Veronica calycina,Forest Speedwell,Veronica,,species,Plantaginaceae,f,
Wahlenbergia sp.,,,,,,f,
Watsonia angusta-bulbifera,Bulbil Watsonia,Watsonia,,species,Iridaceae,f,
Watsonia angusta-bulbiferum,Bulbil Watsonia,Watsonia,,species,Iridaceae,f,
Watsonia bulbifera,Bulbil Watsonia,Watsonia,,species,Iridaceae,f,
Watsonia sp.,Watsonia,Watsonia,,genus,Iridaceae,f,
Wurmbea piperita,,Wurmbea,,species,Colchicaceae,f,
Xanthoraceae sp.,Grass Tree,,,family,Xanthorrhoeaceae,f,
Xanthorrhoea latifolia,Grass Tree,Xanthorrhoea,,species,Xanthorrhoeaceae,f,
Xanthorrhoea sp.,Grass Tree,Xanthorrhoea,,genus,Xanthorrhoeaceae,f,
Yucca spp.,Yucca,Yucca,,genus,Asparagaceae,f,
Zieria laevigata,Smooth Zieria,Zieria,,species,Rutaceae,f,
Philotheca buxifolia,,Philotheca,,species,Rutaceae,f,
Boronia anemonifolia,,Boronia,,species,Rutaceae,f,
Urochloa panicoides,,Urochloa,,species,Poaceae,f,
logania albiflora,,Logania,,species,Loganiaceae,f,
Eragrostis mexicana,,Eragrostis,,species,Poaceae,f,
Daviesia ulicifolia subsp. stenophylla,,Daviesia,,subspecies,Fabaceae,f,
Verbena brasiliensis,,Verbena,,species,Verbenaceae,f,
Darwinia taxifolia,,Darwinia,,species,Myrtaceae,f,
Schoenus lepidosperma,,Schoenus,,species,Cyperaceae,f,
Grevillea diffusa,,Grevillea,,species,Proteaceae,f,
Vittadinia cuneata var. cuneata,,Vittadinia,,variety,Asteraceae,f,
Dendrobium delicatum,,Dendrobium,,species,Orchidaceae,f,
Lauraceae,,,,family,Lauraceae,f,
Apium prostratum var. prostratum,,Apium,,variety,Apiaceae,f,
Cycnogeton microtuberosum,,Cycnogeton,,species,Alismataceae,f,
Taraxacum,,Taraxacum,,genus,Asteraceae,f,
Rhytidosporum spp.,,Rhytidosporum,,genus,Pittosporaceae,f,
Oxalis Pilbara,,Oxalis,,species,Oxalidaceae,f,
Philotheca difformis,,Philotheca,,species,Rutaceae,f,
Commelina diffusa,,Commelina,,species,Commelinaceae,f,
Eucalyptus alligatrix,,Eucalyptus,,species,Myrtaceae,f,
Diplachne fusca,,Diplachne,,species,Poaceae,f,
Podranea ricasoliana,,Podranea,,species,Bignoniaceae,f,
Fraxinus angustifolia,,Fraxinus,,species,Oleaceae,f,
Crocosmia crocosmiiflora,,Crocosmia,,species,Iridaceae,f,
Lomandra micrantha,,Lomandra,,species,Asparagaceae,f,
Boronia barkeriana,,Boronia,,species,Rutaceae,f,
Bougainvillea glabra,,Bougainvillea,,species,Nyctaginaceae,f,
Poa sieberiana var. sieberiana,,Poa,,variety,Poaceae,f,
Commersonia rugosa,,Commersonia,,species,Malvaceae,f,
Rytidosperma racemosum var. racemosum,,Rytidosperma,,variety,Poaceae,f,
Epilobium billardiereanum,,Epilobium,,species,Onagraceae,f,
Sarcochilus falcatus,,Sarcochilus,,species,Orchidaceae,f,
Platanus hispanica,,Platanus,,species,Platanaceae,f,
Salvia leucantha,,Salvia,,species,Lamiaceae,f,
Lasiopetalum ferrugineum var. cordatum,,Lasiopetalum,,variety,Malvaceae,f,
Erythrina sykesii,,Erythrina,,species,Fabaceae,f,
Plantago coronopus,,Plantago,,species,Plantaginaceae,f,
Bothriochloa decipiens var. decipiens,,Bothriochloa,,variety,Poaceae,f,
Notelaea longifolia f. longifolia,,Notelaea,,form,Oleaceae,f,
Osteospermum moniliferum moniliferum,,Osteospermum,,species,Asteraceae,f,
Dodonaea viscosa subsp. cuneata,,Dodonaea,,subspecies,Sapindaceae,f,
Gamochaeta,,Gamochaeta,,genus,Asteraceae,f,
Salvinia x molesta,,Salvinia,,species,Salviniaceae,f,
Dichondra Inglewood,,Dichondra,,species,Convolvulaceae,f,
Dichondra sp. inglewood (j.m.dalby 86/93),,Dichondra,,species,Convolvulaceae,f,
Myoporum boninense,,Myoporum,,species,Scrophulariaceae,f,
Poa labillardierei var. labillardierei,,Poa,,variety,Poaceae,f,
Lepidosperma cf. laterale,,Lepidosperma,,species,Cyperaceae,f,
Urtica dioica,,Urtica,,species,Urticaceae,f,
Canna generalis,,Canna,,species,Cannaceae,f,
Agapanthus praecox,,Agapanthus,,species,Amaryllidaceae,f,
Dianella caerulea var. caerulea,,Dianella,,variety,Asphodelaceae,f,
Epidendrum obrienianum,,Epidendrum,,species,Orchidaceae,f,
Hippeastrum carinatum,,Hippeastrum,,species,Amaryllidaceae,f,
Rubus,,Rubus,,genus,Rosaceae,f,
Zornia dyctiocarpa var. dyctiocarpa,,Zornia,,variety,Fabaceae,f,
Pyrorchis nigricans,,Pyrorchis,,species,Orchidaceae,f,
Grevillea concinna,,Grevillea,,species,Proteaceae,f,
Bryophyllum houghtonii,,Bryophyllum,,species,Crassulaceae,f,
Eucalyptus globulus,,Eucalyptus,,species,Myrtaceae,f,
Acacia saligna,,Acacia,,,Fabaceae,t,
Corymbia citriodora,,Corymbia,,,Myrtaceae,t,
Corymbia torelliana,,Corymbia,,,Myrtaceae,t,
Cotula coronopifolia,,Cotula,,,Asteraceae,t,
Oxalis thompsoniae,,Oxalis,,,Oxalidaceae,t,
Sida spinosa,,Sida,,,Malvaceae,t,
Thunbergia alata,,Thunbergia,,,Acanthaceae,t,
Agave americana,,Agave,,,Asparagaceae,t,
Yucca aloifolia,,Yucca,,,Asparagaceae,t,
Nothoscordum borbonicum,,Nothoscordum,,,Amaryllidaceae,t,
Alternanthera philoxeroides,,Alternanthera,,,Amaranthaceae,t,
Alternanthera pungens,,Alternanthera,,,Amaranthaceae,t,
Amaranthus hybridus,,Amaranthus,,,Amaranthaceae,t,
Amaranthus viridis,,Amaranthus,,,Amaranthaceae,t,
Gomphrena celosioides,,Gomphrena,,,Amaranthaceae,t,
Clivia miniata,,Clivia,,,Amaryllidaceae,t,
Harpephyllum caffrum,,Harpephyllum,,,Anacardiaceae,t,
Pistacia chinensis,,Pistacia,,,Anacardiaceae,t,
Toxicodendron succedaneum,,Toxicodendron,,,Anacardiaceae,t,
Chlorophytum comosum,,Chlorophytum,,,Asparagaceae,t,
Apium graveolens,,Apium,,,Apiaceae,t,
Cyclospermum leptophyllum,,Cyclospermum,,,Apiaceae,t,
Daucus carota,,Daucus,,,Apiaceae,t,
Foeniculum vulgare,,Foeniculum,,,Apiaceae,t,
Hydrocotyle bonariensis,,Hydrocotyle,,,Apiaceae,t,
Araujia sericifera,,Araujia,,,Apocynaceae,t,
Asclepias curassavica,,Asclepias,,,Apocynaceae,t,
Catharanthus roseus,,Catharanthus,,,Apocynaceae,t,
Gomphocarpus fruticosus,,Gomphocarpus,,,Apocynaceae,t,
Nerium oleander,,Nerium,,,Apocynaceae,t,
Plumeria obtusa,,Plumeria,,,Apocynaceae,t,
Vinca major,,Vinca,,,Apocynaceae,t,
Monstera deliciosa,,Monstera,,,Araceae,t,
Philodendron bipinnatifidum,,Philodendron,,,Araceae,t,
Hedera helix,,Hedera,,,Araliaceae,t,
Araucaria heterophylla,,Araucaria,,,Araucariaceae,t,
Dypsis lutescens,,Dypsis,,,Arecaceae,t,
Phoenix canariensis,,Phoenix,,,Arecaceae,t,
Phoenix reclinata,,Phoenix,,,Arecaceae,t,
Syagrus romanzoffiana,,Syagrus,,,Arecaceae,t,
Washingtonia filifera,,Washingtonia,,,Arecaceae,t,
Aristolochia elegans,,Aristolochia,,,Aristolochiaceae,t,
Asparagus aethiopicus,,Asparagus,,,Asparagaceae,t,
Asparagus africanus,,Asparagus,,,Asparagaceae,t,
Asparagus asparagoides,,Asparagus,,,Asparagaceae,t,
Asparagus officinalis,,Asparagus,,,Asparagaceae,t,
Asparagus plumosus,,Asparagus,,,Asparagaceae,t,
Asparagus scandens,,Asparagus,,,Asparagaceae,t,
Asparagus virgatus,,Asparagus,,,Asparagaceae,t,
Dracaena marginata,,Dracaena,,,Asparagaceae,t,
Asphodelus fistulosus,,Asphodelus,,,Asphodelaceae,t,
Cordyline australis,,Cordyline,,,Asparagaceae,t,
Ageratina adenophora,,Ageratina,,,Asteraceae,t,
Ageratina riparia,,Ageratina,,,Asteraceae,t,
Ambrosia artemisiifolia,,Ambrosia,,,Asteraceae,t,
Ambrosia psilostachya,,Ambrosia,,,Asteraceae,t,
Arctotheca calendula,,Arctotheca,,,Asteraceae,t,
Bidens pilosa,,Bidens,,,Asteraceae,t,
Bidens subalternans,,Bidens,,,Asteraceae,t,
Bidens tripartita,,Bidens,,,Asteraceae,t,
Centaurea melitensis,,Centaurea,,,Asteraceae,t,
Chrysanthemoides monilifera,,Chrysanthemoides,,,Asteraceae,t,
Cichorium intybus,,Cichorium,,,Asteraceae,t,
Cirsium vulgare,,Cirsium,,,Asteraceae,t,
Coreopsis lanceolata,,Coreopsis,,,Asteraceae,t,
Crepis capillaris,,Crepis,,,Asteraceae,t,
Delairea odorata,,Delairea,,,Asteraceae,t,
Dimorphotheca ecklonis,,Dimorphotheca,,,Asteraceae,t,
Erigeron karvinskianus,,Erigeron,,,Asteraceae,t,
Eriocephalus africanus,,Eriocephalus,,,Asteraceae,t,
Galinsoga parviflora,,Galinsoga,,,Asteraceae,t,
Gamochaeta calviceps,,Gamochaeta,,,Asteraceae,t,
Gamochaeta coarctata,,Gamochaeta,,,Asteraceae,t,
Gamochaeta purpurea,,Gamochaeta,,,Asteraceae,t,
Gazania rigens,,Gazania,,,Asteraceae,t,
Gnaphalium polycaulon,,Gnaphalium,,,Asteraceae,t,
Hypochaeris albiflora,,Hypochaeris,,,Asteraceae,t,
Hypochaeris glabra,,Hypochaeris,,,Asteraceae,t,
Hypochaeris radicata,,Hypochaeris,,,Asteraceae,t,
Lactuca serriola,,Lactuca,,,Asteraceae,t,
Roldana petasitis,,Roldana,,,Asteraceae,t,
Senecio madagascariensis,,Senecio,,,Asteraceae,t,
Senecio pterophorus,,Senecio,,,Asteraceae,t,
Soliva sessilis,,Soliva,,,Asteraceae,t,
Sonchus oleraceus,,Sonchus,,,Asteraceae,t,
Tagetes minuta,,Tagetes,,,Asteraceae,t,
Taraxacum officinale,,Taraxacum,,,Asteraceae,t,
Xanthium occidentale,,Xanthium,,,Asteraceae,t,
Impatiens walleriana,,Impatiens,,,Balsaminaceae,t,
Anredera cordifolia,,Anredera,,,Basellaceae,t,
Jacaranda mimosifolia,,Jacaranda,,,Bignoniaceae,t,
Tecoma capensis,,Tecoma,,,Bignoniaceae,t,
Tecoma stans,,Tecoma,,,Bignoniaceae,t,
Echium plantagineum,,Echium,,,Boraginaceae,t,
Brassica fruticulosa,,Brassica,,,Brassicaceae,t,
Brassica juncea,,Brassica,,,Brassicaceae,t,
Capsella bursa-pastoris,,Capsella,,,Brassicaceae,t,
Cardamine flexuosa,,Cardamine,,,Brassicaceae,t,
Cardamine hirsuta,,Cardamine,,,Brassicaceae,t,
Hirschfeldia incana,,Hirschfeldia,,,Brassicaceae,t,
Lepidium africanum,,Lepidium,,,Brassicaceae,t,
Lepidium bonariense,,Lepidium,,,Brassicaceae,t,
Lepidium didymum,,Lepidium,,,Brassicaceae,t,
Rorippa nasturtium-aquaticum,,Rorippa,,,Brassicaceae,t,
Sisymbrium officinale,,Sisymbrium,,,Brassicaceae,t,
Opuntia elatior,,Opuntia,,,Cactaceae,t,
Opuntia stricta,,Opuntia,,,Cactaceae,t,
Opuntia tomentosa,,Opuntia,,,Cactaceae,t,
Callitriche stagnalis,,Callitriche,,,Callitrichaceae,t,
Lonicera japonica,,Lonicera,,,Caprifoliaceae,t,
Cerastium glomeratum,,Cerastium,,,Caryophyllaceae,t,
Paronychia brasiliana,,Paronychia,,,Caryophyllaceae,t,
Petrorhagia dubia,,Petrorhagia,,,Caryophyllaceae,t,
Petrorhagia nanteuilii,,Petrorhagia,,,Caryophyllaceae,t,
Polycarpon tetraphyllum,,Polycarpon,,,Caryophyllaceae,t,
Silene gallica,,Silene,,,Caryophyllaceae,t,
Spergularia diandra,,Spergularia,,,Caryophyllaceae,t,
Spergularia levis,,Spergularia,,,Caryophyllaceae,t,
Spergularia rubra,,Spergularia,,,Caryophyllaceae,t,
Stellaria media,,Stellaria,,,Caryophyllaceae,t,
Atriplex prostrata,,Atriplex,,,Chenopodiaceae,t,
Chenopodium album,,Chenopodium,,,Chenopodiaceae,t,
Chenopodium murale,,Chenopodium,,,Chenopodiaceae,t,
Dysphania ambrosioides,,Dysphania,,,Chenopodiaceae,t,
Hypericum perforatum,,Hypericum,,,Hypericaceae,t,
Callisia fragrans,,Callisia,,,Commelinaceae,t,
Tradescantia fluminensis,,Tradescantia,,,Commelinaceae,t,
Tradescantia pallida,,Tradescantia,,,Commelinaceae,t,
Tradescantia zebrina,,Tradescantia,,,Commelinaceae,t,
Ipomoea indica,,Ipomoea,,,Convolvulaceae,t,
Ipomoea purpurea,,Ipomoea,,,Convolvulaceae,t,
Ipomoea quamoclit,,Ipomoea,,,Convolvulaceae,t,
Bryophyllum daigremontianum,,Bryophyllum,,,Crassulaceae,t,
Bryophyllum delagoense,,Bryophyllum,,,Crassulaceae,t,
Cyperus aggregatus,,Cyperus,,,Cyperaceae,t,
Cyperus albostriatus,,Cyperus,,,Cyperaceae,t,
Cyperus brevifolius,,Cyperus,,,Cyperaceae,t,
Cyperus eragrostis,,Cyperus,,,Cyperaceae,t,
Cyperus involucratus,,Cyperus,,,Cyperaceae,t,
Cyperus rotundus,,Cyperus,,,Cyperaceae,t,
Cyperus sesquiflorus,,Cyperus,,,Cyperaceae,t,
Eleocharis minuta,,Eleocharis,,,Cyperaceae,t,
Isolepis levynsiana,,Isolepis,,,Cyperaceae,t,
Isolepis marginata,,Isolepis,,,Cyperaceae,t,
Isolepis prolifera,,Isolepis,,,Cyperaceae,t,
Isolepis sepulcralis,,Isolepis,,,Cyperaceae,t,
Erica lusitanica,,Erica,,,Ericaceae,t,
Euphorbia peplus,,Euphorbia,,,Euphorbiaceae,t,
Ricinus communis,,Ricinus,,,Euphorbiaceae,t,
Bauhinia variegata,,Bauhinia,,,Fabaceae,t,
Gleditsia triacanthos,,Gleditsia,,,Fabaceae,t,
Senna septemtrionalis,,Senna,,,Fabaceae,t,
Dipogon lignosus,,Dipogon,,,Fabaceae,t,
Erythrina crista-galli,,Erythrina,,,Fabaceae,t,
Genista linifolia,,Genista,,,Fabaceae,t,
Genista monspessulana,,Genista,,,Fabaceae,t,
Lotus angustissimus,,Lotus,,,Fabaceae,t,
Lotus corniculatus,,Lotus,,,Fabaceae,t,
Lotus subbiflorus,,Lotus,,,Fabaceae,t,
Medicago arabica,,Medicago,,,Fabaceae,t,
Medicago minima,,Medicago,,,Fabaceae,t,
Medicago polymorpha,,Medicago,,,Fabaceae,t,
Medicago sativa,,Medicago,,,Fabaceae,t,
Medicago truncatula,,Medicago,,,Fabaceae,t,
Tephrosia grandiflora,,Tephrosia,,,Fabaceae,t,
Trifolium arvense,,Trifolium,,,Fabaceae,t,
Trifolium campestre,,Trifolium,,,Fabaceae,t,
Trifolium dubium,,Trifolium,,,Fabaceae,t,
Trifolium glomeratum,,Trifolium,,,Fabaceae,t,
Trifolium pratense,,Trifolium,,,Fabaceae,t,
Trifolium repens,,Trifolium,,,Fabaceae,t,
Trifolium subterraneum,,Trifolium,,,Fabaceae,t,
Ulex europaeus,,Ulex,,,Fabaceae,t,
Vicia sativa,,Vicia,,,Fabaceae,t,
Vicia tetrasperma,,Vicia,,,Fabaceae,t,
Wisteria sinensis,,Wisteria,,,Fabaceae,t,
Quercus robur,,Quercus,,,Fagaceae,t,
Fumaria bastardii,,Fumaria,,,Fumariaceae,t,
Centaurium erythraea,,Centaurium,,,Gentianaceae,t,
Centaurium tenuiflorum,,Centaurium,,,Gentianaceae,t,
Erodium cicutarium,,Erodium,,,Geraniaceae,t,
Pelargonium asperum,,Pelargonium,,,Geraniaceae,t,
Myriophyllum aquaticum,,Myriophyllum,,,Haloragaceae,t,
Liquidambar orientalis,,Liquidambar,,,Hamamelidaceae,t,
Liquidambar styraciflua,,Liquidambar,,,Hamamelidaceae,t,
Aristea ecklonii,,Aristea,,,Iridaceae,t,
Dietes bicolor,,Dietes,,,Iridaceae,t,
Dietes grandiflora,,Dietes,,,Iridaceae,t,
Gladiolus undulatus,,Gladiolus,,,Iridaceae,t,
Iris germanica,,Iris,,,Iridaceae,t,
Moraea flaccida,,Moraea,,,Iridaceae,t,
Watsonia meriana,,Watsonia,,,Iridaceae,t,
Juncus tenuis,,Juncus,,,Juncaceae,t,
Plectranthus verticillatus,,Plectranthus,,,Lamiaceae,t,
Rosmarinus officinalis,,Rosmarinus,,,Lamiaceae,t,
Scutellaria racemosa,,Scutellaria,,,Lamiaceae,t,
Stachys arvensis,,Stachys,,,Lamiaceae,t,
Cinnamomum camphora,,Cinnamomum,,,Lauraceae,t,
Lilium formosanum,,Lilium,,,Liliaceae,t,
Linum trigynum,,Linum,,,Linaceae,t,
Gelsemium sempervirens,,Gelsemium,,,Loganiaceae,t,
Lagerstroemia indica,,Lagerstroemia,,,Lythraceae,t,
Cotoneaster glaucophyllus,,Cotoneaster,,,Rosaceae,t,
Cotoneaster pannosus,,Cotoneaster,,,Rosaceae,t,
Eriobotrya japonica,,Eriobotrya,,,Rosaceae,t,
Malus domestica,,Malus,,,Rosaceae,t,
Photinia serratifolia,,Photinia,,,Rosaceae,t,
Pyracantha angustifolia,,Pyracantha,,,Rosaceae,t,
Rhaphiolepis indica,,Rhaphiolepis,,,Rosaceae,t,
Hibiscus rosa-sinensis,,Hibiscus,,,Malvaceae,t,
Malva neglecta,,Malva,,,Malvaceae,t,
Malva nicaeensis,,Malva,,,Malvaceae,t,
Malva parviflora,,Malva,,,Malvaceae,t,
Malva sylvestris,,Malva,,,Malvaceae,t,
Modiola caroliniana,,Modiola,,,Malvaceae,t,
Pavonia hastata,,Pavonia,,,Malvaceae,t,
Sida rhombifolia,,Sida,,,Malvaceae,t,
Urena lobata,,Urena,,,Malvaceae,t,
Tibouchina urvilleana,,Tibouchina,,,Melastomataceae,t,
Ficus benjamina,,Ficus,,,Moraceae,t,
Ficus microcarpa,,Ficus,,,Moraceae,t,
Morus alba,,Morus,,,Moraceae,t,
Morus nigra,,Morus,,,Moraceae,t,
Agonis flexuosa,,Agonis,,,Myrtaceae,t,
Corymbia ficifolia,,Corymbia,,,Myrtaceae,t,
Eucalyptus cladocalyx,,Eucalyptus,,,Myrtaceae,t,
Metrosideros excelsa,,Metrosideros,,,Myrtaceae,t,
Psidium guajava,,Psidium,,,Myrtaceae,t,
Nandina domestica,,Nandina,,,Berberidaceae,t,
Nelumbo nucifera,,Nelumbo,,,Nelumbonaceae,t,
Nymphaea alba,,Nymphaea,,,Nymphaeaceae,t,
Ochna serrulata,,Ochna,,,Ochnaceae,t,
Jasminum polyanthum,,Jasminum,,,Oleaceae,t,
Ligustrum lucidum,,Ligustrum,,,Oleaceae,t,
Ligustrum sinense,,Ligustrum,,,Oleaceae,t,
Olea europaea,,Olea,,,Oleaceae,t,
Ludwigia peruviana,,Ludwigia,,,Onagraceae,t,
Oenothera glazioviana,,Oenothera,,,Onagraceae,t,
Oxalis corniculata,,Oxalis,,,Oxalidaceae,t,
Oxalis latifolia,,Oxalis,,,Oxalidaceae,t,
Oxalis pes-caprae,,Oxalis,,,Oxalidaceae,t,
Oxalis purpurea,,Oxalis,,,Oxalidaceae,t,
Papaver hybridum,,Papaver,,,Papaveraceae,t,
Passiflora caerulea,,Passiflora,,,Passifloraceae,t,
Passiflora edulis,,Passiflora,,,Passifloraceae,t,
Passiflora morifolia,,Passiflora,,,Passifloraceae,t,
Passiflora suberosa,,Passiflora,,,Passifloraceae,t,
Passiflora subpeltata,,Passiflora,,,Passifloraceae,t,
Phyllanthus tenellus,,Phyllanthus,,,Phyllanthaceae,t,
Phytolacca octandra,,Phytolacca,,,Phytolaccaceae,t,
