scientific_name,exotic,native,category
Soliva sp.,f,Exotic,Genus Only
Capillipedium spicigerum,f,Native,Native
Carpobrotus glaucescens,f,Native,Native
Centaurium spicatum,f,Native,Native
Centipeda minima,f,Native,Native
Chiloglottis diphylla,f,Native,Native
Chiloglottis formicifera,f,Native,Native
Christella dentata,f,Native,Native
Comesperma sphaerocarpum,f,Native,Native
Conospermum longifolium,f,Native,Native
Corybas fimbriatus,f,Native,Native
Crassula decumbens,f,Native,Native
Cymbidium suave,f,Native,Native
Cyperus mirus,f,Native,Native
Cyperus odoratus,f,Native,Native
Cyperus platystylis,f,Native,Native
Daviesia squarrosa,f,Native,Native
Dendrobium speciosum,f,Native,Native
Dichelachne sieberiana,f,Native,Native
Digitaria diffusa,f,Native,Native
Dillwynia elegans,f,Native,Native
Dillwynia phylicoides,f,Native,Native
Dipodium roseum,f,Native,Native
Doodia aspera,f,Native,Native
Dysphania carinata,f,Native,Native
Dysphania pumilio,f,Native,Native
Eleocharis cylindrostachys,f,Native,Native
Eleocharis equisetina,f,Native,Native
Eragrostis elongata,f,Native,Native
Erythrorchis cassythoides,f,Native,Native
Ficus coronata,f,Native,Native
Galium liratum,f,Native,Native
Gompholobium inconspicuum,f,Native,Native
Gonocarpus humilis,f,Native,Native
Gonocarpus micranthus,f,Native,Native
Hemarthria uncinata,f,Native,Native
Eucalyptus camaldulensis,f,Native,Native
Hydrocotyle acutiloba,f,Native,Native
Hydrocotyle tripartita,f,Native,Native
Isachne globosa,f,Native,Native
Isotoma fluviatilis,f,Native,Native
Juncus aridicola,f,Native,Native
Juncus flavidus,f,Native,Native
Juncus planifolius,f,Native,Native
Juncus prismatocarpus,f,Native,Native
Leptospermum grandifolium,f,Native,Native
Lomandra hystrix,f,Native,Native
Lythrum hyssopifolia,f,Native,Native
Melaleuca armillaris,f,Native,Native
Melaleuca hypericifolia,f,Native,Native
Mentha satureioides,f,Native,Native
Microtis parviflora,f,Native,Native
Mirbelia speciosa,f,Native,Native
Myoporum bateae,f,Native,Native
Myriophyllum variifolium,f,Native,Native
Olax stricta,f,Native,Native
Pandorea jasminoides,f,Native,Native
Panicum decompositum,f,Native,Native
Paspalidium caespitosum,f,Native,Native
Paspalum distichum,f,Native,Native
Pelargonium australe,f,Native,Native
Persicaria subsessilis,f,Native,Native
Petrophile pulchella,f,Native,Native
Philotheca hispidula,f,Native,Native
Pomaderris elliptica,f,Native,Native
Potamogeton sulcatus,f,Native,Native
Pterostylis bicolor,f,Native,Native
Pterostylis curta,f,Native,Native
Pterostylis oblonga,f,Native,Native
Pterostylis parviflora,f,Native,Native
Pterostylis pedunculata,f,Native,Native
Pterostylis truncata,f,Native,Native
Pultenaea paleacea,f,Native,Native
Pultenaea scabra,f,Native,Native
Pyrrosia rupestris,f,Native,Native
Ranunculus lappaceus,f,Native,Native
Ruppia maritima,f,Native,Native
Santalum obtusifolium,f,Native,Native
Senecio tenuiflorus,f,Native,Native
Senna clavigera,f,Native,Native
Sigesbeckia orientalis,f,Native,Native
Solenogyne dominii,f,Native,Native
Sphaeromorphaea australis,f,Native,Native
Stylidium laricifolium,f,Native,Native
Stylidium productum,f,Native,Native
Styphelia triflora,f,Native,Native
Styphelia viridis,f,Native,Native
Thelymitra ixioides,f,Native,Native
Thysanotus tuberosus,f,Native,Native
Typha domingensis,f,Native,Native
Vittadinia pustulata,f,Native,Native
Wurmbea dioica,f,Native,Native
Zornia dyctiocarpa,f,Native,Native
Zostera capricorni,f,Native,Native
Acacia baileyana,f,Native,Native
Acacia binervia,f,Native,Native
Acacia brownii,f,Native,Native
Acacia decurrens,f,Native,Native
Acacia echinula,f,Native,Native
Acacia falcata,f,Native,Native
Acacia fimbriata,f,Native,Native
Acacia floribunda,f,Native,Native
Acacia genistifolia,f,Native,Native
Acacia implexa,f,Native,Native
Acacia linifolia,f,Native,Native
Acacia longifolia,f,Native,Native
Acacia maidenii,f,Native,Native
Acacia mearnsii,f,Native,Native
Acacia myrtifolia,f,Native,Native
Acacia parramattensis,f,Native,Native
Acacia parvipinnula,f,Native,Native
Acacia stricta,f,Native,Native
Acacia suaveolens,f,Native,Native
Acacia prominens,f,Native,Native
Acacia ulicifolia,f,Native,Native
Acianthus caudatus,f,Native,Native
Acianthus fornicatus,f,Native,Native
Actinotus helianthi,f,Native,Native
Actinotus minor,f,Native,Native
Adiantum aethiopicum,f,Native,Native
Aegiceras corniculatum,f,Native,Native
Allocasuarina littoralis,f,Native,Native
Allocasuarina paludosa,f,Native,Native
Allocasuarina torulosa,f,Native,Native
Alocasia brisbanensis,f,Native,Native
Alphitonia excelsa,f,Native,Native
Alternanthera denticulata,f,Native,Native
Amyema gaudichaudii,f,Native,Native
Amyema miquelii,f,Native,Native
Amyema pendula,f,Native,Native
Angophora bakeri,f,Native,Native
Angophora costata,f,Native,Native
Angophora floribunda,f,Native,Native
Angophora hispida,f,Native,Native
Angophora subvelutina,f,Native,Native
Anisopogon avenaceus,f,Native,Native
Anthosachne scabra,f,Native,Native
Aristida ramosa,f,Native,Native
Aristida warburgii,f,Native,Native
Arthropodium milleflorum,f,Native,Native
Arthropodium minus,f,Native,Native
Asperula conferta,f,Native,Native
Asplenium flabellifolium,f,Native,Native
Astroloma humifusum,f,Native,Native
Atriplex australasica,f,Native,Native
Atriplex semibaccata,f,Native,Native
Austrostipa pubescens,f,Native,Native
Austrostipa ramosissima,f,Native,Native
Austrostipa setacea,f,Native,Native
Backhousia myrtifolia,f,Native,Native
Baeckea diosmifolia,f,Native,Native
Banksia ericifolia,f,Native,Native
Banksia integrifolia,f,Native,Native
Banksia marginata,f,Native,Native
Banksia oblongifolia,f,Native,Native
Banksia serrata,f,Native,Native
Banksia spinulosa,f,Native,Native
Billardiera scandens,f,Native,Native
Bolboschoenus caldwellii,f,Native,Native
Bolboschoenus fluviatilis,f,Native,Native
Boronia ledifolia,f,Native,Native
Bossiaea heterophylla,f,Native,Native
Bossiaea prostrata,f,Native,Native
Bossiaea scolopendria,f,Native,Native
Bothriochloa macra,f,Native,Native
Brachychiton acerifolius,f,Native,Native
Brachychiton populneus,f,Native,Native
Brachyloma daphnoides,f,Native,Native
Breynia oblongifolia,f,Native,Native
Brunoniella australis,f,Native,Native
Brunoniella pumilio,f,Native,Native
Burchardia umbellata,f,Native,Native
Bursaria spinosa,f,Native,Native
Chorizema parviflorum,f,Native,Native
Caladenia carnea,f,Native,Native
Caladenia catenata,f,Native,Native
Caladenia picta,f,Native,Native
Calandrinia pickeringii,f,Native,Native
Callicoma serratifolia,f,Native,Native
Callistemon citrinus,f,Native,Native
Callistemon linearis,f,Native,Native
Callistemon pinifolius,f,Native,Native
Callistemon salignus,f,Native,Native
Callistemon sieberi,f,Native,Native
Callistemon viminalis,f,Native,Native
Callitris rhomboidea,f,Native,Native
Calochilus campestris,f,Native,Native
Calochilus paludosus,f,Native,Native
Calochlaena dubia,f,Native,Native
Calotis cuneifolia,f,Native,Native
Calotis dentex,f,Native,Native
Calotis lappulacea,f,Native,Native
Calystegia marginata,f,Native,Native
Carex appressa,f,Native,Native
Carex breviculmis,f,Native,Native
Carex inversa,f,Native,Native
Carex pumila,f,Native,Native
Cassinia aureonitens,f,Native,Native
Cassinia laevis,f,Native,Native
Cassinia longifolia,f,Native,Native
Cassinia sifton,f,Native,Native
Cassinia trinerva,f,Native,Native
Cassytha glabella,f,Native,Native
Cassytha pubescens,f,Native,Native
Casuarina glauca,f,Native,Native
Caustis flexuosa,f,Native,Native
Cayratia clematidea,f,Native,Native
Cenchrus purpurascens,f,Native,Native
Centella asiatica,f,Native,Native
Ceratopetalum apetalum,f,Native,Native
Ceratopetalum gummiferum,f,Native,Native
Acacia pubescens,f,Native,Native
Chloris truncata,f,Native,Native
Chloris ventricosa,f,Native,Native
Chrysocephalum apiculatum,f,Native,Native
Clematis aristata,f,Native,Native
Clematis glycinoides,f,Native,Native
Callistemon linearifolius,f,Native,Native
Clerodendrum tomentosum,f,Native,Native
Comesperma ericinum,f,Native,Native
Commelina cyanea,f,Native,Native
Commersonia dasyphylla,f,Native,Native
Convolvulus erubescens,f,Native,Native
Coronidium oxylepis,f,Native,Native
Coronidium scorpioides,f,Native,Native
Corybas aconitiflorus,f,Native,Native
Corymbia gummifera,f,Native,Native
Corymbia maculata,f,Native,Native
Cotula australis,f,Native,Native
Crassula sieberiana,f,Exotic,Exotic
Crinum pedunculatum,f,Native,Native
Cryptandra amara,f,Native,Native
Cryptandra propinqua,f,Native,Native
Cryptandra spinescens,f,Native,Native
Cryptostylis erecta,f,Native,Native
Cyanicula caerulea,f,Native,Native
Cyanthillium cinereum,f,Exotic,Exotic
Cyathochaeta diandra,f,Native,Native
Cymbopogon refractus,f,Native,Native
Cynodon dactylon,f,Native,Native
Cyperus difformis,f,Native,Native
Cyperus gracilis,f,Native,Native
Cyperus imbecillis,f,Native,Native
Cyperus laevis,f,Native,Native
Cyperus polystachyos,f,Native,Native
Dampiera stricta,f,Native,Native
Daviesia acicularis,f,Native,Native
Daviesia corymbosa,f,Native,Native
Dendrophthoe vitellina,f,Native,Native
Denhamia silvestris,f,Native,Native
Epacris purpurascens,f,Native,Native
Deyeuxia quadriseta,f,Native,Native
Dianella caerulea,f,Native,Native
Dianella revoluta,f,Native,Native
Dichanthium sericeum,f,Native,Native
Dichelachne crinita,f,Native,Native
Dichelachne inaequiglumis,f,Native,Native
Dichelachne micrantha,f,Native,Native
Dichelachne parva,f,Native,Native
Dichelachne rara,f,Native,Native
Dichondra repens,f,Native,Native
Digitaria didactyla,f,Native,Native
Digitaria parviflora,f,Native,Native
Digitaria ramularis,f,Native,Native
Dillwynia parvifolia,f,Native,Native
Dillwynia retorta,f,Native,Native
Dillwynia sericea,f,Native,Native
Dillwynia sieberi,f,Native,Native
Dipodium punctatum,f,Native,Native
Dipodium variegatum,f,Native,Native
Diuris aurea,f,Native,Native
Diuris maculata,f,Native,Native
Diuris sulphurea,f,Native,Native
Dodonaea multijuga,f,Native,Native
Dodonaea triquetra,f,Native,Native
Drosera auriculata,f,Native,Native
Drosera glanduligera,f,Native,Native
Drosera peltata,f,Native,Native
Drosera pygmaea,f,Native,Native
Drosera spatulata,f,Native,Native
Echinopogon caespitosus,f,Native,Native
Echinopogon ovatus,f,Native,Native
Eclipta prostrata,f,Native,Native
Einadia hastata,f,Native,Native
Einadia polygonoides,f,Native,Native
Einadia trigonos,f,Native,Native
Elaeocarpus reticulatus,f,Native,Native
Eleocharis gracilis,f,Native,Native
Eleocharis sphacelata,f,Native,Native
Entolasia marginata,f,Native,Native
Entolasia whiteana,f,Native,Native
Epacris longiflora,f,Native,Native
Epacris microphylla,f,Native,Native
Epacris pulchella,f,Native,Native
Epilobium hirtigerum,f,Native,Native
Eragrostis brownii,f,Native,Native
Eragrostis leptostachya,f,Native,Native
Eragrostis parviflora,f,Native,Native
Eremophila debilis,f,Native,Native
Eriochloa pseudoacrotricha,f,Native,Native
Eriostemon australasius,f,Native,Native
Eucalyptus acmenoides,f,Native,Native
Eucalyptus amplifolia,f,Native,Native
Eucalyptus baueriana,f,Native,Native
Eucalyptus beyeriana,f,Native,Native
Eucalyptus bosistoana,f,Native,Native
Eucalyptus botryoides,f,Native,Native
Eucalyptus capitellata,f,Native,Native
Eucalyptus crebra,f,Native,Native
Eucalyptus eugenioides,f,Native,Native
Eucalyptus fibrosa,f,Native,Native
Eucalyptus globoidea,f,Native,Native
Eucalyptus grandis,f,Native,Native
Eucalyptus longifolia,f,Native,Native
Eucalyptus microcorys,f,Native,Native
Eucalyptus moluccana,f,Native,Native
Eucalyptus paniculata,f,Native,Native
Eucalyptus pilularis,f,Native,Native
Eucalyptus piperita,f,Native,Native
Eucalyptus racemosa,f,Native,Native
Eucalyptus resinifera,f,Native,Native
Eucalyptus robusta,f,Native,Native
Eucalyptus saligna,f,Native,Native
Eucalyptus siderophloia,f,Native,Native
Eucalyptus sideroxylon,f,Native,Native
Eucalyptus tereticornis,f,Native,Native
Eucalyptus umbra,f,Native,Native
Euchiton involucratus,f,Native,Native
Euchiton sphaericus,f,Native,Native
Euphorbia dallachyana,f,Native,Native
Euryomyrtus ramosissima,f,Native,Native
Eustrephus latifolius,f,Native,Native
Exocarpos cupressiformis,f,Native,Native
Exocarpos strictus,f,Native,Native
Ficus macrophylla,f,Native,Native
Ficus rubiginosa,f,Native,Native
Fimbristylis dichotoma,f,Native,Native
Gahnia aspera,f,Native,Native
Gahnia clarkei,f,Native,Native
Gahnia filum,f,Native,Native
Gahnia melanocarpa,f,Native,Native
Gahnia sieberiana,f,Native,Native
Galium gaudichaudii,f,Native,Native
Galium leiocarpum,f,Native,Native
Geitonoplesium cymosum,f,Native,Native
Geranium homeanum,f,Native,Native
Geranium solanderi,f,Native,Native
Gleichenia dicarpa,f,Native,Native
Glossocardia bidens,f,Native,Native
Glossodia major,f,Native,Native
Glossodia minor,f,Native,Native
Glycine microphylla,f,Native,Native
Glycine tabacina,f,Native,Native
Gompholobium glabratum,f,Native,Native
Gompholobium grandiflorum,f,Native,Native
Gonocarpus tetragynus,f,Native,Native
Goodenia bellidifolia,f,Native,Native
Goodenia hederacea,f,Native,Native
Goodenia ovata,f,Native,Native
Goodenia paniculata,f,Native,Native
Gratiola pedunculata,f,Native,Native
Grevillea mucronulata,f,Native,Native
Grevillea robusta,f,Native,Native
Grevillea sericea,f,Native,Native
Grevillea sphacelata,f,Native,Native
Grona varians,f,Native,Native
Guioa semiglauca,f,Native,Native
Haemodorum planifolium,f,Native,Native
Hakea dactyloides,f,Native,Native
Hakea laevipes,f,Native,Native
Hakea salicifolia,f,Native,Native
Hakea sericea,f,Native,Native
Hakea teretifolia,f,Native,Native
Hardenbergia violacea,f,Native,Native
Hemigenia purpurea,f,Native,Native
Hibbertia aspera,f,Native,Native
Hibbertia circumdans,f,Native,Native
Hibbertia dentata,f,Native,Native
Hibbertia diffusa,f,Native,Native
Wahlenbergia multicaulis,f,Native,Native
Hibbertia nitida,f,Native,Native
Hibbertia pedunculata,f,Native,Native
Hibbertia scandens,f,Native,Native
Histiopteris incisa,f,Native,Native
Homalanthus populifolius,f,Native,Native
Hovea linearis,f,Native,Native
Hovea longifolia,f,Native,Native
Hydrocotyle sibthorpioides,f,Native,Native
Hypericum gramineum,f,Native,Native
Hypolepis muelleri,f,Native,Native
Indigofera australis,f,Native,Native
Isolepis cernua,f,Native,Native
Isolepis inundata,f,Native,Native
Isopogon anemonifolius,f,Native,Native
Jacksonia scoparia,f,Native,Native
Juncus continuus,f,Native,Native
Juncus homalocaulis,f,Native,Native
Juncus mollis,f,Native,Native
Juncus pallidus,f,Native,Native
Juncus usitatus,f,Native,Native
Juncus remotiflorus,f,Native,Native
Juncus subsecundus,f,Native,Native
Kennedia rubicunda,f,Native,Native
Kunzea ambigua,f,Native,Native
Kunzea capitata,f,Native,Native
Lachnagrostis filiformis,f,Native,Native
Lagenophora gracilis,f,Native,Native
Lambertia formosa,f,Native,Native
Lasiopetalum ferrugineum,f,Native,Native
Lasiopetalum macrophyllum,f,Native,Native
Lasiopetalum parviflorum,f,Native,Native
Lasiopetalum rufum,f,Native,Native
Laxmannia gracilis,f,Native,Native
Lemna disperma,f,Native,Native
Lepidosperma laterale,f,Native,Native
Lepidosperma gunnii,f,Native,Native
Leptomeria acida,f,Native,Native
Leptospermum arachnoides,f,Native,Native
Leptospermum juniperinum,f,Native,Native
Leptospermum laevigatum,f,Native,Native
Leptospermum parvifolium,f,Native,Native
Leptospermum petersonii,f,Native,Native
Leptospermum polygalifolium,f,Native,Native
Lepyrodia scariosa,f,Native,Native
Leucopogon amplexicaulis,f,Native,Native
Leucopogon ericoides,f,Native,Native
Leucopogon juniperinus,f,Native,Native
Leucopogon microphyllus,f,Native,Native
Leucopogon virgatus,f,Native,Native
Lindsaea microphylla,f,Native,Native
Linum marginale,f,Native,Native
Lissanthe strigosa,f,Native,Native
Lobelia anceps,f,Native,Native
Lobelia andrewsii,f,Native,Native
Lobelia dentata,f,Native,Native
Lobelia purpurascens,f,Native,Native
Logania albiflora,f,Native,Native
Lomandra brevis,f,Native,Native
Lomandra cylindrica,f,Native,Native
Lomandra glauca,f,Native,Native
Lomandra gracilis,f,Native,Native
Lomandra longifolia,f,Native,Native
Lomandra multiflora,f,Native,Native
Lomandra obliqua,f,Native,Native
Lomatia silaifolia,f,Native,Native
Lophostemon confertus,f,Native,Native
Lyperanthus suaveolens,f,Native,Native
Machaerina acuta,f,Native,Native
Machaerina articulata,f,Native,Native
Machaerina juncea,f,Native,Native
Macrozamia communis,f,Native,Native
Macrozamia spiralis,f,Native,Native
Leichhardtia suaveolens,f,Native,Native
Leichhardtia viridiflora,f,Native,Native
Melaleuca decora,f,Native,Native
Melaleuca ericifolia,f,Native,Native
Melaleuca linariifolia,f,Native,Native
Melaleuca nodosa,f,Native,Native
Melaleuca quinquenervia,f,Native,Native
Melaleuca styphelioides,f,Native,Native
Melaleuca thymifolia,f,Native,Native
Melia azedarach,f,Native,Native
Melichrus procumbens,f,Native,Native
Melicope micrococca,f,Native,Native
Mentha diemenica,f,Native,Native
Micrantheum ericoides,f,Native,Native
Microlaena stipoides,f,Native,Native
Microtis unifolia,f,Native,Native
Mirbelia rubiifolia,f,Native,Native
Mitrasacme paludosa,f,Native,Native
Mitrasacme polymorpha,f,Native,Native
Monotoca elliptica,f,Native,Native
Monotoca scoparia,f,Native,Native
Muehlenbeckia gracillima,f,Native,Native
Muellerina celastroides,f,Native,Native
Muellerina eucalyptoides,f,Native,Native
Myoporum acuminatum,f,Native,Native
Myoporum insulare,f,Native,Native
Myrsine howittiana,f,Native,Native
Myrsine variabilis,f,Native,Native
Nephrolepis cordifolia,f,Native,Native
Notelaea longifolia,f,Native,Native
Notelaea ovata,f,Native,Native
Olearia elliptica,f,Native,Native
Olearia microphylla,f,Native,Native
Olearia viscidula,f,Native,Native
Omphacomeria acerba,f,Native,Native
Opercularia aspera,f,Native,Native
Opercularia diphylla,f,Native,Native
Opercularia hispida,f,Native,Native
Opercularia varia,f,Native,Native
Oplismenus hirtellus,f,Native,Native
Orianthera pusilla,f,Native,Native
Oxalis exilis,f,Native,Native
Oxalis perennans,f,Native,Native
Oxytes brachypoda,f,Native,Native
Ozothamnus diosmifolius,f,Native,Native
Pandorea pandorana,f,Native,Native
Panicum effusum,f,Native,Native
Panicum simile,f,Native,Native
Parsonsia lanceolata,f,Native,Native
Parsonsia straminea,f,Native,Native
Paspalidium criniforme,f,Native,Native
Paspalidium distans,f,Native,Native
Paspalum vaginatum,f,Native,Native
Passiflora herbertiana,f,Native,Native
Patersonia glabrata,f,Native,Native
Patersonia sericea,f,Native,Native
Pelargonium inodorum,f,Native,Native
Pellaea falcata,f,Native,Native
Persicaria decipiens,f,Native,Native
Persicaria hydropiper,f,Native,Native
Persicaria lapathifolia,f,Native,Native
Persicaria orientalis,f,Native,Native
Persoonia lanceolata,f,Native,Native
Persoonia levis,f,Native,Native
Persoonia linearis,f,Native,Native
Allocasuarina diminuta,f,Native,Native
Petrophile sessilis,f,Native,Native
Philotheca myoporoides,f,Native,Native
Philydrum lanuginosum,f,Native,Native
Phragmites australis,f,Native,Native
Phyllanthus gunnii,f,Native,Native
Phyllanthus hirtellus,f,Native,Native
Phyllanthus virgatus,f,Native,Native
Phyllota phylicoides,f,Native,Native
Pimelea linifolia,f,Native,Native
Grevillea parviflora,f,Native,Native
Pittosporum revolutum,f,Native,Native
Pittosporum undulatum,f,Native,Native
Plantago debilis,f,Native,Native
Plantago gaudichaudii,f,Native,Native
Platysace ericoides,f,Native,Native
Platysace linearifolia,f,Native,Native
Plectranthus parviflorus,f,Native,Native
Poa affinis,f,Native,Native
Podocarpus spinulosus,f,Native,Native
Podolobium ilicifolium,f,Native,Native
Polygala japonica,f,Native,Native
Polymeria calycina,f,Native,Native
Pomaderris discolor,f,Native,Native
Pomaderris ferruginea,f,Native,Native
Pomaderris intermedia,f,Native,Native
Pomaderris lanigera,f,Native,Native
Pomaderris ligustrina,f,Native,Native
Pomax umbellata,f,Native,Native
Poranthera ericifolia,f,Native,Native
Poranthera microphylla,f,Native,Native
Portulaca oleracea,f,Native,Native
Potamogeton crispus,f,Native,Native
Potamogeton ochreatus,f,Native,Native
Prasophyllum elatum,f,Native,Native
Pseuderanthemum variabile,f,Native,Native
Pseudognaphalium luteoalbum,f,Native,Native
Pteridium esculentum,f,Native,Native
Pteris tremula,f,Native,Native
Pterostylis acuminata,f,Native,Native
Pterostylis concinna,f,Native,Native
Pterostylis grandiflora,f,Native,Native
Pterostylis longifolia,f,Native,Native
Pterostylis mutica,f,Native,Native
Pterostylis nutans,f,Native,Native
Pterostylis obtusa,f,Native,Native
Pterostylis revoluta,f,Native,Native
Pterostylis rufa,f,Native,Native
Pultenaea daphnoides,f,Native,Native
Pultenaea flexilis,f,Native,Native
Pultenaea hispidula,f,Native,Native
Pomaderris prunifolia,f,Native,Native
Pultenaea retusa,f,Native,Native
Pultenaea tuberculata,f,Native,Native
Pultenaea villosa,f,Native,Native
Macadamia tetraphylla,f,Native,Native
Rhytidosporum procumbens,f,Native,Native
Ricinocarpos pinifolius,f,Native,Native
Rorippa laciniata,f,Native,Native
Rubus parvifolius,f,Native,Native
Rumex brownii,f,Native,Native
Rytidosperma bipartitum,f,Native,Native
Rytidosperma caespitosum,f,Native,Native
Rytidosperma fulvum,f,Native,Native
Rytidosperma longifolium,f,Native,Native
Rytidosperma monticola,f,Native,Native
Rytidosperma pallidum,f,Native,Native
Rytidosperma pilosum,f,Native,Native
Rytidosperma racemosum,f,Native,Native
Rytidosperma setaceum,f,Native,Native
Samolus repens,f,Native,Native
Sannantha pluriflora,f,Native,Native
Sarcopetalum harveyanum,f,Native,Native
Scaevola albida,f,Native,Native
Scaevola ramosissima,f,Native,Native
Schizomeria ovata,f,Native,Native
Schoenoplectus subulatus,f,Native,Native
Schoenus apogon,f,Native,Native
Schoenus ericetorum,f,Native,Native
Schoenus melanostachys,f,Native,Native
Schoenus moorei,f,Native,Native
Schoenus nitens,f,Native,Native
Scutellaria humilis,f,Native,Native
Selliera radicans,f,Native,Native
Senecio diaschides,f,Native,Native
Senecio hispidulus,f,Native,Native
Senecio minimus,f,Native,Native
Senecio quadridentatus,f,Native,Native
Smilax australis,f,Exotic,Exotic
Smilax glyciphylla,f,Native,Native
Solanum aviculare,f,Native,Native
Solanum linearifolium,f,Native,Native
Solanum prinophyllum,f,Native,Native
Solanum stelligerum,f,Native,Native
Solenogyne bellioides,f,Native,Native
Sorghum leiocladum,f,Native,Native
Sporobolus creber,f,Native,Native
Sporobolus elongatus,f,Native,Native
Stackhousia viminea,f,Native,Native
Stellaria flaccida,f,Native,Native
Stylidium graminifolium,f,Native,Native
Stylidium lineare,f,Native,Native
Stypandra glauca,f,Native,Native
Suaeda australis,f,Native,Native
Syncarpia glomulifera,f,Native,Native
Telopea speciosissima,f,Native,Native
Tetragonia tetragonoides,f,Native,Native
Tetratheca neglecta,f,Native,Native
Thelionema caespitosum,f,Native,Native
Thelymitra carnea,f,Native,Native
Thelymitra pauciflora,f,Native,Native
Thelymitra peniculata,f,Native,Native
Themeda triandra,f,Native,Native
Thysanotus juncifolius,f,Native,Native
Trachymene incisa,f,Native,Native
Trema tomentosa,f,Native,Native
Tricoryne elatior,f,,Genus Only
Tricoryne simplex,f,Native,Native
Triglochin striata,f,Native,Native
Vincetoxicum barbatum,f,Native,Native
Typha orientalis,f,Native,Native
Urtica incisa,f,Native,Native
Opuntia leoglossa,f,Exotic,Exotic
Rhamnus alaternus,f,Exotic,Exotic
Dillwynia floribunda,f,Native,Native
Melaleuca diosmatifolia,f,Native,Native
Avicennia marina,f,Native,Native
Convolvulus farinosus,f,Exotic,Exotic
Lolium arundinaceum,f,Exotic,Exotic
Gladiolus carneus,f,Exotic,Exotic
Sonchus asper,f,Exotic,Exotic
Pterostylis saxicola,f,Native,Native
Syzygium paniculatum,f,Native,Native
Portulaca grandiflora,f,Native,Native
Oxalis debilis,f,Exotic,Exotic
Nymphaea mexicana,f,Exotic,Exotic
Linum usitatissimum,f,Native,Native
Tillandsia usneoides,f,Exotic,Exotic
Aloe arborescens,f,Exotic,Exotic
Acacia filicifolia,f,Native,Native
Senna pendula,f,Exotic,Exotic
Corunastylis filiformis,f,Native,Native
Euphorbia tirucalli,f,Exotic,Exotic
Agave attenuata,f,Exotic,Exotic
Nothoscordum gracile,f,Exotic,Exotic
Triticum aestivum,f,Native,Native
Opuntia monacantha,f,Exotic,Exotic
Dockrillia linguiformis,f,Native,Native
Prunus armeniaca,f,Exotic,Exotic
Ludwigia peploides,f,Native,Native
Euphorbia serpens,f,Exotic,Exotic
Euphorbia prostrata,f,Exotic,Exotic
Billardiera mutabilis,f,Native,Native
Paraserianthes lophantha,f,Exotic,Exotic
Bryophyllum pinnatum,f,Exotic,Exotic
Leucopogon affinis,f,Native,Native
Acalypha australis,f,Exotic,Exotic
Westringia eremicola,f,Native,Native
Opuntia ficus-indica,f,Exotic,Exotic
Crassocephalum crepidioides,f,Exotic,Exotic
Tragopogon porrifolius,f,Exotic,Exotic
Urospermum picroides,f,Exotic,Exotic
Mirabilis jalapa,f,Exotic,Exotic
Plantago major,f,Native,Native
Crassula multicava,f,Exotic,Exotic
Colocasia esculenta,f,Exotic,Exotic
Correa alba,f,Native,Native
Alstroemeria psittacina,f,Exotic,Exotic
Coleonema pulchellum,f,Exotic,Exotic
Rumex hypogaeus,f,Exotic,Exotic
Erechtites valerianifolius,f,Exotic,Exotic
Viburnum odoratissimum,f,Exotic,Exotic
Conium maculatum,f,Exotic,Exotic
Stenanthera pinifolia,f,Native,Native
Cosmos sulphureus,f,Exotic,Exotic
Acacia irrorata,f,Native,Native
Solanum lycopersicum,f,Exotic,Exotic
Rostraria cristata,f,Exotic,Exotic
Afrohybanthus stellarioides,f,Native,Native
Drosera binata,f,Native,Native
Dolichandra unguis-cati,f,Exotic,Exotic
Justicia carnea,f,Exotic,Exotic
Euphorbia maculata,f,Exotic,Exotic
Auranticarpa rhombifolia,f,Native,Native
Schinus molle,f,Exotic,Exotic
Papaver somniferum,f,Exotic,Exotic
Avicennia marina subsp. australasica,f,Native,Native
Sphagneticola trilobata,f,Exotic,Exotic
Casuarina cunninghamiana,f,Native,Native
Hypoestes aristata,f,Exotic,Exotic
Freesia leichtlinii,f,Exotic,Exotic
Fumaria muralis,f,Exotic,Exotic
Avena barbata,f,Exotic,Exotic
Freesia laxa,f,Exotic,Exotic
Abutilon grandifolium,f,Exotic,Exotic
Styphelia laeta subsp. laeta,f,Native,Native
Zantedeschia aethiopica,f,Exotic,Exotic
Pyracantha crenulata,f,Native,Native
Liriope muscari,f,Native,Native
Plectranthus intraterraneus,f,Native,Native
Eucalyptus polyanthemos,f,Native,Native
Polypogon viridis,f,Exotic,Exotic
Corunastylis fimbriata,f,Native,Native
Triadica sebifera,f,Exotic,Exotic
Lobularia maritima,f,Exotic,Exotic
Banksia robur,f,Native,Native
Gomphocarpus physocarpus,f,Exotic,Exotic
Salvia hispanica,f,Exotic,Exotic
Romulea rosea,f,Exotic,Exotic
Convolvulus angustissimus,f,Native,Native
Juncus kraussii,f,Native,Native
Epilobium ciliatum,f,Exotic,Exotic
Murraya koenigii,f,Exotic,Exotic
Fumaria capreolata,f,Exotic,Exotic
Acacia dealbata,f,Native,Native
Senna didymobotrya,f,Exotic,Exotic
Persea americana,f,Exotic,Exotic
Holcus lanatus,f,Exotic,Exotic
Thaumatophyllum bipinnatifidum,f,Native,Native
Piper sarmentosum,f,Exotic,Exotic
Sagina apetala,f,Exotic,Exotic
Typha latifolia,f,Exotic,Exotic
Salicornia quinqueflora,f,Native,Native
Petroselinum crispum,f,Native,Native
Erigeron canadensis,f,Exotic,Exotic
