scientific_name,vernacular_name,family_name,taxon_rank,threatened_species_status,genus,subgenus,exotic,native
Hibbertia sp.,Guinea Flower,Dilleniaceae,genus,,Hibbertia,,f,
Hibiscus heterophyllus,Native Rosella,Malvaceae,species,,Hibiscus,,f,
Hibiscus spp.,Hibiscus,Malvaceae,genus,,Hibiscus,,f,
Hovea lanceolata,Purple Pea Bush,Fabaceae,species,,Hovea,,f,
Hydrocotyle sp.,Pennywort,Araliaceae,genus,,Hydrocotyle,,f,
Hypericum spp.,St. John's Wort,Hypericaceae,genus,,Hypericum,,f,
Hypochoeris microcephala var. albiflora,White-flowered Catsear,Asteraceae,variety,,Hypochaeris,,f,
Impatiens sp.,"Busy Lizzie, Balsam",Balsaminaceae,genus,,Impatiens,,f,
Jacksonia sp.,Stinkwood,Fabaceae,genus,,Jacksonia,,f,
Juncus acutus,Spiny Rush,Juncaceae,species,,Juncus,,f,
Juncus articulatus,Jointed Rush,Juncaceae,species,,Juncus,,f,
Juncus cognatus,,Juncaceae,species,,Juncus,,f,
Juncus sp.,Rush,Juncaceae,genus,,Juncus,,f,
Juncus sp. a,Rush,Juncaceae,genus,,Juncus,,f,
Kniphofia uvaria,Red Hot Poker,Asphodelaceae,species,,Kniphofia,,f,
Lasiopetalum ferrugineum var. ferrigineum,,Malvaceae,variety,,Lasiopetalum,,f,
Lasiopetalum ferrugineum var. ferrugineum,,Malvaceae,variety,,Lasiopetalum,,f,
Lepidium campestre,Field Pepperwort,Brassicaceae,species,,Lepidium,,f,
Lepidium sp.,Peppercress,Brassicaceae,genus,,Lepidium,,f,
Lepidosperma sp.,Sword-sedge,Cyperaceae,genus,,Lepidosperma,,f,
Leptomeria laterale,Currant Bush,Santalaceae,species,,Leptomeria,,f,
Leptomeria sp.,Currant Bush,Santalaceae,genus,,Leptomeria,,f,
Leptospermum spp.,Teatree,Myrtaceae,genus,,Leptospermum,,f,
Lepyrodia sp.,Scaly Rush,Restionaceae,genus,,Lepyrodia,,f,
Lolium sp.,Ryegrass,Poaceae,genus,,Lolium,,f,
Lolium vulgare,Ryegrass,Poaceae,species,,Lolium,,f,
Lomandra confertifolia ssp. rubiginosa,Small Mat-rush,Asparagaceae,subspecies,,Lomandra,,f,
Lomandra filiformis ssp. coriacea,Wattle Mat-rush,Asparagaceae,subspecies,,Lomandra,,f,
Lomandra filiformis ssp. filiformis,Wattle Mat-rush,Asparagaceae,subspecies,,Lomandra,,f,
Lomandra sp.,Mat-rush,Asparagaceae,genus,,Lomandra,,f,
Lotus australis,Austral Trefoil,Fabaceae,species,,Lotus,,f,
Lotus spp.,Trefoil,Fabaceae,genus,,Lotus,,f,
Lupinus sp.,Lupin,Fabaceae,genus,,Lupinus,,f,
Lycopodium cernuum,,,,,,,f,
Lythrum hyssopiphyllum,Small Loosestrife,Lythraceae,species,,Lythrum,,f,
Macadamia spp.,Macadamia,Proteaceae,genus,,Macadamia,,f,
Macrozamia sp.,Burrawang,Zamiaceae,genus,,Macrozamia,,f,
Malus sp.,,,,,,,f,
Medicago ericifolia,,Fabaceae,species,,Medicago,,f,
Medicago sp.,,,,,,,f,
Microlaena sp.,Weeping Grass,Poaceae,genus,,Microlaena,,f,
Microlaena stipoides var. stipoides,Weeping Grass,Poaceae,variety,,Microlaena,,f,
Microtis sp.,Onion Orchid,Orchidaceae,genus,,Microtis,,f,
Mimulus moschatus,Musk Monkey-flower,Phrymaceae,species,,Mimulus,,f,
Mimulus repens,Creeping Monkey-flower,Phrymaceae,species,,Mimulus,,f,
Musa sp.,Banana,Musaceae,genus,,Musa,,f,
Myriophyllum asparagoides,,Haloragaceae,species,,Myriophyllum,,f,
Notelaea sp.,Native Olive,Oleaceae,genus,,Notelaea,,f,
Notelaea spp.,Native Olive,Oleaceae,genus,,Notelaea,,f,
Nymphoides spp.,,,,,,,f,
Olea africana ssp. africana,African Olive,Oleaceae,subspecies,,Olea,,f,
Omalanthus nutans,Bleeding Heart,Euphorbiaceae,species,,Omalanthus,,f,
Onopordum sp.,,,,,,,f,
Opercularia pandorana,Stinkweed,Rubiaceae,species,,Opercularia,,f,
Opercularia sp.,Stinkweed,Rubiaceae,genus,,Opercularia,,f,
Ophioglossum lusitanicum ssp. coriaceum,Small Adder's-tongue,Ophioglossaceae,subspecies,,Ophioglossum,,f,
Oplismenus imbecilis,Creeping Beard Grass,Poaceae,species,,Oplismenus,,f,
Opuntia sp.,Prickly Pear,Cactaceae,genus,,Opuntia,,f,
Opuntia ssp.,Prickly Pear,Cactaceae,genus,,Opuntia,,f,
Ottelia ovalifolia,Swamp Lily,Hydrocharitaceae,species,,Ottelia,,f,
Oxalis incarnata,Pink Sorrel,Oxalidaceae,species,,Oxalis,,f,
Palmeria spp.,Palmeria,Monimiaceae,genus,,Palmeria,,f,
Pandorea pandorana spp. pandorana,Wonga Vine,Bignoniaceae,subspecies,,Pandorea,,f,
Panicum gilvum,Pigeon Grass,Poaceae,species,,Panicum,,f,
Panicum sp.,Panic Grass,Poaceae,genus,,Panicum,,f,
Pararchidendron pruinosum,Snow Wood,Fabaceae,species,,Pararchidendron,,f,
Parentucellia latifolia,Common Bartsia,Orobanchaceae,species,,Parentucellia,,f,
Parrentucellia plebeia,Common Bartsia,Orobanchaceae,species,,Parentucellia,,f,
Paspalidium sp.,Native Millet,Poaceae,genus,,Paspalidium,,f,
Paspalum paspalodes,,,,,,,f,
Passiflora mollissima,Banana Passionfruit,Passifloraceae,species,,Passiflora,,f,
Persicaria spp.,,,,,,,f,
Persoonia laurina,Laurel-leaved Geebung,Proteaceae,species,,Persoonia,,f,
Petrorhagia sp.,Tunicflower,Caryophyllaceae,genus,,Petrorhagia,,f,
Phormium tena,New Zealand Flax,Asphodelaceae,species,,Phormium,,f,
Phragmites spp.,Common Reed,Poaceae,genus,,Phragmites,,f,
Phyllanthus pimelioides,,Phyllanthaceae,species,,Phyllanthus,,f,
Robinia pseudoacacia,,Fabaceae,,,Robinia,,t,
Pittosporum labillardieri,Sweet Pittosporum,Pittosporaceae,species,,Pittosporum,,f,
Platysace sp.,Platysace,Apiaceae,genus,,Platysace,,f,
Plectranthus sp.,Plectranthus,Lamiaceae,genus,,Plectranthus,,f,
Plumbago spp.,,,,,,,f,
Poa spp.,"Poa, Meadow-grass",Poaceae,genus,,Poa,,f,
Pollia crispata,Pollia,Commelinaceae,species,,Pollia,,f,
Pollia japonica,Pollia,Commelinaceae,species,,Pollia,,f,
Cyperus reflexus,,Cyperaceae,,,Cyperus,,t,
Polycarpon sambucifolia,Four-leaf Allseed,Caryophyllaceae,species,,Polycarpon,,f,
Polygonum spp.,,,,,,,f,
Polypogon sp.,Beard Grass,Poaceae,genus,,Polypogon,,f,
Pomaderris sp.,Pomaderris,Rhamnaceae,genus,,Pomaderris,,f,
Populus sp.,,,,,,,f,
Poranthera spp.,Poranthera,Phyllanthaceae,genus,,Poranthera,,f,
Potamogeton pectinatus,Sago Pondweed,Potamogetonaceae,species,,Potamogeton,,f,
Potamogeton tricarinatus,Floating Pondweed,Potamogetonaceae,species,,Potamogeton,,f,
Protasparagus plumoides,Asparagus Fern,Asparagaceae,species,,Protasparagus,,f,
Pseuderanthemum luteoalbum,,Acanthaceae,species,,Pseuderanthemum,,f,
Pterostylis spp.,Greenhood Orchid,Orchidaceae,genus,,Pterostylis,,f,
Ptilanthelium deustum,,Restionaceae,species,,Ptilanthelium,,f,
Pultenaea sp.,Bush-pea,Fabaceae,genus,,Pultenaea,,f,
Pyracantha fortuneana,Chinese Firethorn,Rosaceae,species,,Pyracantha,,f,
Pyrrosia spp.,Felt Fern,Polypodiaceae,genus,,Pyrrosia,,f,
Quercus palustris,Pin Oak,Fagaceae,species,,Quercus,,f,
Quercus sp.,Oak,Fagaceae,genus,,Quercus,,f,
Ranunculus sp.,,,,,,,f,
Rubus fructicosis,Blackberry,Rosaceae,species,,Rubus,,f,
Rubus fructicosus,Blackberry,Rosaceae,species,,Rubus,,f,
Rubus rosifolius,Rose-leaf Bramble,Rosaceae,species,,Rubus,,f,
Rubus sp.,,,,,,,f,
Rubus vulgaris,Common Blackberry,Rosaceae,species,,Rubus,,f,
Rumex spp.,"Dock, Sorrel",Polygonaceae,genus,,Rumex,,f,
Sansevieria trifasciata,,,,,,,f,
Scefflera actinophylla,Umbrella Tree,Araliaceae,species,,Schefflera,,f,
Schinus acreira,Brazilian Peppertree,Anacardiaceae,species,,Schinus,,f,
Schoenoplectus litoralis,Club-rush,Cyperaceae,species,,Schoenoplectus,,f,
Schoenoplectus mucronatus,Bog Bulrush,Cyperaceae,species,,Schoenoplectus,,f,
Schoenoplectus spp.,,,,,,,f,
Schoenus validus,Club-rush,Cyperaceae,species,,Schoenus,,f,
Scirpus spp.,,,,,,,f,
Sedum acre,Biting Stonecrop,Crassulaceae,species,,Sedum,,f,
Senecio sp.,,,,,,,f,
Senna cotuloides,,Fabaceae,species,,Senna,,f,
Senna spp.,,,,,,,f,
Sertaria geniculata,Knotroot Foxtail,Poaceae,species,,Setaria,,f,
Setaria spp.,Foxtail,Poaceae,genus,,Setaria,,f,
Solanum brownii,Giant Devil's Fig,Solanaceae,species,,Solanum,,f,
Solanum campanulatum,,Solanaceae,species,,Solanum,,f,
Solanum sp.,,,,,,,f,
Solanum vescum,Kangaroo Apple,Solanaceae,species,,Solanum,,f,
Solidago canadensis,Canadian Goldenrod,Asteraceae,species,,Solidago,,f,
Soliva anthemifolia,Creeping Soliva,Asteraceae,species,,Soliva,,f,
Sporobolus pyramidalis,Giant Parramatta Grass,Poaceae,species,,Sporobolus,,f,
Stephania spp.,Snake Vine,Menispermaceae,genus,,Stephania,,f,
Syzygium luehmannii,,,,,,,f,
Taraxum officinale,Dandelion,Asteraceae,species,,Taraxacum,,f,
Teline monospessulana,Montpellier Broom,Fabaceae,species,,Teline,,f,
Thelymitra sp.,Sun Orchid,Orchidaceae,genus,,Thelymitra,,f,
Thysanotus spp.,Fringe Lily,Asparagaceae,genus,,Thysanotus,,f,
Tradescantia majus,Wandering Jew,Commelinaceae,species,,Tradescantia,,f,
Tradescantia sp.,Wandering Jew,Commelinaceae,genus,,Tradescantia,,f,
Trema tomentosa var. aspera,,,,,,,f,
Trifolium sp.,Clover,Fabaceae,genus,,Trifolium,,f,
Triglochin microtuberosa,,Juncaginaceae,species,,Triglochin,,f,
Typha spp.,,,,,,,f,
Typhonium sp.,Typhonium,Araceae,genus,,Typhonium,,f,
Verbena spp.,,,,,,,f,
Vernonia sp.,Ironweed,Asteraceae,genus,,Vernonia,,f,
Veronica calycina,Forest Speedwell,Plantaginaceae,species,,Veronica,,f,
Wahlenbergia sp.,,,,,,,f,
Watsonia angusta-bulbifera,Bulbil Watsonia,Iridaceae,species,,Watsonia,,f,
Watsonia angusta-bulbiferum,Bulbil Watsonia,Iridaceae,species,,Watsonia,,f,
Watsonia bulbifera,Bulbil Watsonia,Iridaceae,species,,Watsonia,,f,
Watsonia sp.,Watsonia,Iridaceae,genus,,Watsonia,,f,
Wurmbea piperita,,Colchicaceae,species,,Wurmbea,,f,
Xanthoraceae sp.,Grass Tree,Xanthorrhoeaceae,family,,,,f,
Xanthorrhoea latifolia,Grass Tree,Xanthorrhoeaceae,species,,Xanthorrhoea,,f,
Xanthorrhoea sp.,Grass Tree,Xanthorrhoeaceae,genus,,Xanthorrhoea,,f,
Yucca spp.,Yucca,Asparagaceae,genus,,Yucca,,f,
Zieria laevigata,Smooth Zieria,Rutaceae,species,,Zieria,,f,
Philotheca buxifolia,,Rutaceae,species,,Philotheca,,f,
Boronia anemonifolia,,Rutaceae,species,,Boronia,,f,
Urochloa panicoides,,Poaceae,species,,Urochloa,,f,
logania albiflora,,Loganiaceae,species,,Logania,,f,
Eragrostis mexicana,,Poaceae,species,,Eragrostis,,f,
Daviesia ulicifolia subsp. stenophylla,,Fabaceae,subspecies,,Daviesia,,f,
Verbena brasiliensis,,Verbenaceae,species,,Verbena,,f,
Darwinia taxifolia,,Myrtaceae,species,,Darwinia,,f,
Schoenus lepidosperma,,Cyperaceae,species,,Schoenus,,f,
Grevillea diffusa,,Proteaceae,species,,Grevillea,,f,
Vittadinia cuneata var. cuneata,,Asteraceae,variety,,Vittadinia,,f,
Dendrobium delicatum,,Orchidaceae,species,,Dendrobium,,f,
Lauraceae,,Lauraceae,family,,,,f,
Apium prostratum var. prostratum,,Apiaceae,variety,,Apium,,f,
Cycnogeton microtuberosum,,Alismataceae,species,,Cycnogeton,,f,
Taraxacum,,Asteraceae,genus,,Taraxacum,,f,
Rhytidosporum spp.,,Pittosporaceae,genus,,Rhytidosporum,,f,
Oxalis Pilbara,,Oxalidaceae,species,,Oxalis,,f,
Philotheca difformis,,Rutaceae,species,,Philotheca,,f,
Commelina diffusa,,Commelinaceae,species,,Commelina,,f,
Eucalyptus alligatrix,,Myrtaceae,species,,Eucalyptus,,f,
Diplachne fusca,,Poaceae,species,,Diplachne,,f,
Podranea ricasoliana,,Bignoniaceae,species,,Podranea,,f,
Fraxinus angustifolia,,Oleaceae,species,,Fraxinus,,f,
Crocosmia crocosmiiflora,,Iridaceae,species,,Crocosmia,,f,
Lomandra micrantha,,Asparagaceae,species,,Lomandra,,f,
Boronia barkeriana,,Rutaceae,species,,Boronia,,f,
Bougainvillea glabra,,Nyctaginaceae,species,,Bougainvillea,,f,
Poa sieberiana var. sieberiana,,Poaceae,variety,,Poa,,f,
Commersonia rugosa,,Malvaceae,species,,Commersonia,,f,
Rytidosperma racemosum var. racemosum,,Poaceae,variety,,Rytidosperma,,f,
Epilobium billardiereanum,,Onagraceae,species,,Epilobium,,f,
Sarcochilus falcatus,,Orchidaceae,species,,Sarcochilus,,f,
Platanus hispanica,,Platanaceae,species,,Platanus,,f,
Salvia leucantha,,Lamiaceae,species,,Salvia,,f,
Lasiopetalum ferrugineum var. cordatum,,Malvaceae,variety,,Lasiopetalum,,f,
Erythrina sykesii,,Fabaceae,species,,Erythrina,,f,
Plantago coronopus,,Plantaginaceae,species,,Plantago,,f,
Bothriochloa decipiens var. decipiens,,Poaceae,variety,,Bothriochloa,,f,
Notelaea longifolia f. longifolia,,Oleaceae,form,,Notelaea,,f,
Osteospermum moniliferum moniliferum,,Asteraceae,species,,Osteospermum,,f,
Dodonaea viscosa subsp. cuneata,,Sapindaceae,subspecies,,Dodonaea,,f,
Gamochaeta,,Asteraceae,genus,,Gamochaeta,,f,
Salvinia x molesta,,Salviniaceae,species,,Salvinia,,f,
Dichondra Inglewood,,Convolvulaceae,species,,Dichondra,,f,
Dichondra sp. inglewood (j.m.dalby 86/93),,Convolvulaceae,species,,Dichondra,,f,
Myoporum boninense,,Scrophulariaceae,species,,Myoporum,,f,
Poa labillardierei var. labillardierei,,Poaceae,variety,,Poa,,f,
Lepidosperma cf. laterale,,Cyperaceae,species,,Lepidosperma,,f,
Urtica dioica,,Urticaceae,species,,Urtica,,f,
Canna generalis,,Cannaceae,species,,Canna,,f,
Agapanthus praecox,,Amaryllidaceae,species,,Agapanthus,,f,
Dianella caerulea var. caerulea,,Asphodelaceae,variety,,Dianella,,f,
Epidendrum obrienianum,,Orchidaceae,species,,Epidendrum,,f,
Hippeastrum carinatum,,Amaryllidaceae,species,,Hippeastrum,,f,
Rubus,,Rosaceae,genus,,Rubus,,f,
Zornia dyctiocarpa var. dyctiocarpa,,Fabaceae,variety,,Zornia,,f,
Pyrorchis nigricans,,Orchidaceae,species,,Pyrorchis,,f,
Grevillea concinna,,Proteaceae,species,,Grevillea,,f,
Bryophyllum houghtonii,,Crassulaceae,species,,Bryophyllum,,f,
Eucalyptus globulus,,Myrtaceae,species,,Eucalyptus,,f,
Acacia saligna,,Fabaceae,,,Acacia,,t,
Corymbia citriodora,,Myrtaceae,,,Corymbia,,t,
Corymbia torelliana,,Myrtaceae,,,Corymbia,,t,
Cotula coronopifolia,,Asteraceae,,,Cotula,,t,
Oxalis thompsoniae,,Oxalidaceae,,,Oxalis,,t,
Sida spinosa,,Malvaceae,,,Sida,,t,
Thunbergia alata,,Acanthaceae,,,Thunbergia,,t,
Agave americana,,Asparagaceae,,,Agave,,t,
Yucca aloifolia,,Asparagaceae,,,Yucca,,t,
Nothoscordum borbonicum,,Amaryllidaceae,,,Nothoscordum,,t,
Alternanthera philoxeroides,,Amaranthaceae,,,Alternanthera,,t,
Alternanthera pungens,,Amaranthaceae,,,Alternanthera,,t,
Amaranthus hybridus,,Amaranthaceae,,,Amaranthus,,t,
Amaranthus viridis,,Amaranthaceae,,,Amaranthus,,t,
Gomphrena celosioides,,Amaranthaceae,,,Gomphrena,,t,
Clivia miniata,,Amaryllidaceae,,,Clivia,,t,
Harpephyllum caffrum,,Anacardiaceae,,,Harpephyllum,,t,
Pistacia chinensis,,Anacardiaceae,,,Pistacia,,t,
Toxicodendron succedaneum,,Anacardiaceae,,,Toxicodendron,,t,
Chlorophytum comosum,,Asparagaceae,,,Chlorophytum,,t,
Apium graveolens,,Apiaceae,,,Apium,,t,
Cyclospermum leptophyllum,,Apiaceae,,,Cyclospermum,,t,
Daucus carota,,Apiaceae,,,Daucus,,t,
Foeniculum vulgare,,Apiaceae,,,Foeniculum,,t,
Hydrocotyle bonariensis,,Apiaceae,,,Hydrocotyle,,t,
Araujia sericifera,,Apocynaceae,,,Araujia,,t,
Asclepias curassavica,,Apocynaceae,,,Asclepias,,t,
Catharanthus roseus,,Apocynaceae,,,Catharanthus,,t,
Gomphocarpus fruticosus,,Apocynaceae,,,Gomphocarpus,,t,
Nerium oleander,,Apocynaceae,,,Nerium,,t,
Plumeria obtusa,,Apocynaceae,,,Plumeria,,t,
Vinca major,,Apocynaceae,,,Vinca,,t,
Monstera deliciosa,,Araceae,,,Monstera,,t,
Philodendron bipinnatifidum,,Araceae,,,Philodendron,,t,
Hedera helix,,Araliaceae,,,Hedera,,t,
Araucaria heterophylla,,Araucariaceae,,,Araucaria,,t,
Dypsis lutescens,,Arecaceae,,,Dypsis,,t,
Phoenix canariensis,,Arecaceae,,,Phoenix,,t,
Phoenix reclinata,,Arecaceae,,,Phoenix,,t,
Syagrus romanzoffiana,,Arecaceae,,,Syagrus,,t,
Washingtonia filifera,,Arecaceae,,,Washingtonia,,t,
Aristolochia elegans,,Aristolochiaceae,,,Aristolochia,,t,
Asparagus aethiopicus,,Asparagaceae,,,Asparagus,,t,
Asparagus africanus,,Asparagaceae,,,Asparagus,,t,
Asparagus asparagoides,,Asparagaceae,,,Asparagus,,t,
Asparagus officinalis,,Asparagaceae,,,Asparagus,,t,
Asparagus plumosus,,Asparagaceae,,,Asparagus,,t,
Asparagus scandens,,Asparagaceae,,,Asparagus,,t,
Asparagus virgatus,,Asparagaceae,,,Asparagus,,t,
Dracaena marginata,,Asparagaceae,,,Dracaena,,t,
Asphodelus fistulosus,,Asphodelaceae,,,Asphodelus,,t,
Cordyline australis,,Asparagaceae,,,Cordyline,,t,
Ageratina adenophora,,Asteraceae,,,Ageratina,,t,
Ageratina riparia,,Asteraceae,,,Ageratina,,t,
Ambrosia artemisiifolia,,Asteraceae,,,Ambrosia,,t,
Ambrosia psilostachya,,Asteraceae,,,Ambrosia,,t,
Arctotheca calendula,,Asteraceae,,,Arctotheca,,t,
Bidens pilosa,,Asteraceae,,,Bidens,,t,
Bidens subalternans,,Asteraceae,,,Bidens,,t,
Bidens tripartita,,Asteraceae,,,Bidens,,t,
Centaurea melitensis,,Asteraceae,,,Centaurea,,t,
Chrysanthemoides monilifera,,Asteraceae,,,Chrysanthemoides,,t,
Cichorium intybus,,Asteraceae,,,Cichorium,,t,
Cirsium vulgare,,Asteraceae,,,Cirsium,,t,
Coreopsis lanceolata,,Asteraceae,,,Coreopsis,,t,
Crepis capillaris,,Asteraceae,,,Crepis,,t,
Delairea odorata,,Asteraceae,,,Delairea,,t,
Dimorphotheca ecklonis,,Asteraceae,,,Dimorphotheca,,t,
Erigeron karvinskianus,,Asteraceae,,,Erigeron,,t,
Eriocephalus africanus,,Asteraceae,,,Eriocephalus,,t,
Galinsoga parviflora,,Asteraceae,,,Galinsoga,,t,
Gamochaeta calviceps,,Asteraceae,,,Gamochaeta,,t,
Gamochaeta coarctata,,Asteraceae,,,Gamochaeta,,t,
Gamochaeta purpurea,,Asteraceae,,,Gamochaeta,,t,
Gazania rigens,,Asteraceae,,,Gazania,,t,
Gnaphalium polycaulon,,Asteraceae,,,Gnaphalium,,t,
Hypochaeris albiflora,,Asteraceae,,,Hypochaeris,,t,
Hypochaeris glabra,,Asteraceae,,,Hypochaeris,,t,
Hypochaeris radicata,,Asteraceae,,,Hypochaeris,,t,
Lactuca serriola,,Asteraceae,,,Lactuca,,t,
Roldana petasitis,,Asteraceae,,,Roldana,,t,
Senecio madagascariensis,,Asteraceae,,,Senecio,,t,
Senecio pterophorus,,Asteraceae,,,Senecio,,t,
Soliva sessilis,,Asteraceae,,,Soliva,,t,
Sonchus oleraceus,,Asteraceae,,,Sonchus,,t,
Tagetes minuta,,Asteraceae,,,Tagetes,,t,
Taraxacum officinale,,Asteraceae,,,Taraxacum,,t,
Xanthium occidentale,,Asteraceae,,,Xanthium,,t,
Impatiens walleriana,,Balsaminaceae,,,Impatiens,,t,
Anredera cordifolia,,Basellaceae,,,Anredera,,t,
Jacaranda mimosifolia,,Bignoniaceae,,,Jacaranda,,t,
Tecoma capensis,,Bignoniaceae,,,Tecoma,,t,
Tecoma stans,,Bignoniaceae,,,Tecoma,,t,
Echium plantagineum,,Boraginaceae,,,Echium,,t,
Brassica fruticulosa,,Brassicaceae,,,Brassica,,t,
Brassica juncea,,Brassicaceae,,,Brassica,,t,
Capsella bursa-pastoris,,Brassicaceae,,,Capsella,,t,
Cardamine flexuosa,,Brassicaceae,,,Cardamine,,t,
Cardamine hirsuta,,Brassicaceae,,,Cardamine,,t,
Hirschfeldia incana,,Brassicaceae,,,Hirschfeldia,,t,
Lepidium africanum,,Brassicaceae,,,Lepidium,,t,
Lepidium bonariense,,Brassicaceae,,,Lepidium,,t,
Lepidium didymum,,Brassicaceae,,,Lepidium,,t,
Rorippa nasturtium-aquaticum,,Brassicaceae,,,Rorippa,,t,
Sisymbrium officinale,,Brassicaceae,,,Sisymbrium,,t,
Opuntia elatior,,Cactaceae,,,Opuntia,,t,
Opuntia stricta,,Cactaceae,,,Opuntia,,t,
Opuntia tomentosa,,Cactaceae,,,Opuntia,,t,
Callitriche stagnalis,,Callitrichaceae,,,Callitriche,,t,
Lonicera japonica,,Caprifoliaceae,,,Lonicera,,t,
Cerastium glomeratum,,Caryophyllaceae,,,Cerastium,,t,
Paronychia brasiliana,,Caryophyllaceae,,,Paronychia,,t,
Petrorhagia dubia,,Caryophyllaceae,,,Petrorhagia,,t,
Petrorhagia nanteuilii,,Caryophyllaceae,,,Petrorhagia,,t,
Polycarpon tetraphyllum,,Caryophyllaceae,,,Polycarpon,,t,
Silene gallica,,Caryophyllaceae,,,Silene,,t,
Spergularia diandra,,Caryophyllaceae,,,Spergularia,,t,
Spergularia levis,,Caryophyllaceae,,,Spergularia,,t,
Spergularia rubra,,Caryophyllaceae,,,Spergularia,,t,
Stellaria media,,Caryophyllaceae,,,Stellaria,,t,
Atriplex prostrata,,Chenopodiaceae,,,Atriplex,,t,
Chenopodium album,,Chenopodiaceae,,,Chenopodium,,t,
Chenopodium murale,,Chenopodiaceae,,,Chenopodium,,t,
Dysphania ambrosioides,,Chenopodiaceae,,,Dysphania,,t,
Hypericum perforatum,,Hypericaceae,,,Hypericum,,t,
Callisia fragrans,,Commelinaceae,,,Callisia,,t,
Tradescantia fluminensis,,Commelinaceae,,,Tradescantia,,t,
Tradescantia pallida,,Commelinaceae,,,Tradescantia,,t,
Tradescantia zebrina,,Commelinaceae,,,Tradescantia,,t,
Ipomoea indica,,Convolvulaceae,,,Ipomoea,,t,
Ipomoea purpurea,,Convolvulaceae,,,Ipomoea,,t,
Ipomoea quamoclit,,Convolvulaceae,,,Ipomoea,,t,
Bryophyllum daigremontianum,,Crassulaceae,,,Bryophyllum,,t,
Bryophyllum delagoense,,Crassulaceae,,,Bryophyllum,,t,
Cyperus aggregatus,,Cyperaceae,,,Cyperus,,t,
Cyperus albostriatus,,Cyperaceae,,,Cyperus,,t,
Cyperus brevifolius,,Cyperaceae,,,Cyperus,,t,
Cyperus eragrostis,,Cyperaceae,,,Cyperus,,t,
Cyperus involucratus,,Cyperaceae,,,Cyperus,,t,
Cyperus rotundus,,Cyperaceae,,,Cyperus,,t,
Cyperus sesquiflorus,,Cyperaceae,,,Cyperus,,t,
Eleocharis minuta,,Cyperaceae,,,Eleocharis,,t,
Isolepis levynsiana,,Cyperaceae,,,Isolepis,,t,
Isolepis marginata,,Cyperaceae,,,Isolepis,,t,
Isolepis prolifera,,Cyperaceae,,,Isolepis,,t,
Isolepis sepulcralis,,Cyperaceae,,,Isolepis,,t,
Erica lusitanica,,Ericaceae,,,Erica,,t,
Euphorbia peplus,,Euphorbiaceae,,,Euphorbia,,t,
Ricinus communis,,Euphorbiaceae,,,Ricinus,,t,
Bauhinia variegata,,Fabaceae,,,Bauhinia,,t,
Gleditsia triacanthos,,Fabaceae,,,Gleditsia,,t,
Senna septemtrionalis,,Fabaceae,,,Senna,,t,
Dipogon lignosus,,Fabaceae,,,Dipogon,,t,
Erythrina crista-galli,,Fabaceae,,,Erythrina,,t,
Genista linifolia,,Fabaceae,,,Genista,,t,
Genista monspessulana,,Fabaceae,,,Genista,,t,
Lotus angustissimus,,Fabaceae,,,Lotus,,t,
Lotus corniculatus,,Fabaceae,,,Lotus,,t,
Lotus subbiflorus,,Fabaceae,,,Lotus,,t,
Medicago arabica,,Fabaceae,,,Medicago,,t,
Medicago minima,,Fabaceae,,,Medicago,,t,
Medicago polymorpha,,Fabaceae,,,Medicago,,t,
Medicago sativa,,Fabaceae,,,Medicago,,t,
Medicago truncatula,,Fabaceae,,,Medicago,,t,
Tephrosia grandiflora,,Fabaceae,,,Tephrosia,,t,
Trifolium arvense,,Fabaceae,,,Trifolium,,t,
Trifolium campestre,,Fabaceae,,,Trifolium,,t,
Trifolium dubium,,Fabaceae,,,Trifolium,,t,
Trifolium glomeratum,,Fabaceae,,,Trifolium,,t,
Trifolium pratense,,Fabaceae,,,Trifolium,,t,
Trifolium repens,,Fabaceae,,,Trifolium,,t,
Trifolium subterraneum,,Fabaceae,,,Trifolium,,t,
Ulex europaeus,,Fabaceae,,,Ulex,,t,
Vicia sativa,,Fabaceae,,,Vicia,,t,
Vicia tetrasperma,,Fabaceae,,,Vicia,,t,
Wisteria sinensis,,Fabaceae,,,Wisteria,,t,
Quercus robur,,Fagaceae,,,Quercus,,t,
Fumaria bastardii,,Fumariaceae,,,Fumaria,,t,
Centaurium erythraea,,Gentianaceae,,,Centaurium,,t,
Centaurium tenuiflorum,,Gentianaceae,,,Centaurium,,t,
Erodium cicutarium,,Geraniaceae,,,Erodium,,t,
Pelargonium asperum,,Geraniaceae,,,Pelargonium,,t,
Myriophyllum aquaticum,,Haloragaceae,,,Myriophyllum,,t,
Liquidambar orientalis,,Hamamelidaceae,,,Liquidambar,,t,
Liquidambar styraciflua,,Hamamelidaceae,,,Liquidambar,,t,
Aristea ecklonii,,Iridaceae,,,Aristea,,t,
Dietes bicolor,,Iridaceae,,,Dietes,,t,
Dietes grandiflora,,Iridaceae,,,Dietes,,t,
Gladiolus undulatus,,Iridaceae,,,Gladiolus,,t,
Iris germanica,,Iridaceae,,,Iris,,t,
Moraea flaccida,,Iridaceae,,,Moraea,,t,
Watsonia meriana,,Iridaceae,,,Watsonia,,t,
Juncus tenuis,,Juncaceae,,,Juncus,,t,
Plectranthus verticillatus,,Lamiaceae,,,Plectranthus,,t,
Rosmarinus officinalis,,Lamiaceae,,,Rosmarinus,,t,
